journalname,journalabbreviation,journalurl,year,issn,volume,issue,articletitle,doiurl,author,author_affiliation,abstractbody,keywords,fulltext,fulltexturl,publisheddate,conflictofinterests,otherurl,articleurl,pubmedid,pmcid,sponsors,manualid,country,chemicalcode,meshdescriptioncode,meshqualifiercode,medlinepgn,language,nlmuniqueid,datecompleted,daterevised,medlinedate,studytype,isboolean,nativetitle,nativeabstract,citations,reference,disclosure,acknowledgements,supplement_url
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2022,ISSN 2521-9871;ISSN 1993-3738,Volume 17-2,17-2,Agricultural R&D investments and development goals in sub-Saharan Africa: Assessing prioritisation of value chains in Senegal,,Rui Benfica,,"We look at the prioritisation of agricultural value chains (VCs) for the allocation of R&D resources that maximise development outcomes (poverty, growth, jobs and diets) in Senegal. This study used (a) the rural investment and policy analysis (RIAPA) computable general equilibrium (CGE) model; (b) the perpetual inventory model (PIM), and (c) information on the elasticities of VC total factor productivity (TFP) with respect to R&D knowledge stocks (KS) to discuss the value chain priority allocations of R&D resources. The results indicate that no value chain is the most effective at improving all outcomes. The most effective value chains to be efficiently supported through R&D investments are traditional export crops, groundnuts, rice, poultry, sorghum/millet and cattle. Other promising value chains with potential effects at scale include vegetables, oilseeds and fruits. Future modelling needs to focus on deepening the standardisation and integration of R&D investments in this framework and bring together other factors and complementary agri-food system (AFS)",,,https://afjare.org/wp-content/uploads/2023/03/3.-Benfica.pdf,"June 1, 2022",,,https://afjare.org/agricultural-rd-investments-and-development-goals-in-sub-saharan-africa-assessing-prioritisation-of-value-chains-in-senegal/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2022,ISSN 2521-9871;ISSN 1993-3738,Volume 17-2,17-2,Economic analysis of yellow passion fruit production in southeastern Nigeria under different soil fertility management,,Okorie Okoro Ndukwe; Chinyere Charity Okeke; & Paul Kayode Baiyeri,,"Three experiments were conducted from 2014 to 2018 to examine the economics of yellow passion fruit production under different soil fertility management. In 2014, two yellow passion fruit genotypes, that is Conventional and KPF 4, were grown in the field and pot simultaneously under varying rates of poultry manure (PM), including 0, 10, 20, 30 and 40 t/ha. In 2016, the response of the two genotypes to a single and combined application of organic and inorganic fertilisers was evaluated under field conditions, namely no fertiliser application, 10, 20 t/ha PM, 400 kg/ha NPK 15:15:15, 5 t/ha PM + 200 kg/ha NPK, and 10 t/ha PM + 200 kg/ha NPK. The profitability indicators were gross revenue, net revenue, returns per naira invested and the profitability index. In 2014, total variable cost increased significantly (P",,,https://afjare.org/wp-content/uploads/2023/03/2.-Ndukwe-et-al.pdf,"June 1, 2022",,,https://afjare.org/economic-analysis-of-yellow-passion-fruit-production-in-southeastern-nigeria-under-different-soil-fertility-management/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2022,ISSN 2521-9871;ISSN 1993-3738,Volume 17-2,17-2,Effect of economic policy uncertainty on agricultural growth in Nigeria,,Goodness C. Aye & Lydia N. Kotur,,"This study analysed the long- and short-run effect of economic policy uncertainty on agricultural growth in Nigeria. Annual data was collected from secondary sources and analysed using the autoregressive distributed lag (ARDL) model and the associated bounds test. The highest volatility was exhibited by monetary policy uncertainty (MPU) (2.522), followed by consumer price index (CPI) (1.968). The fiscal policy uncertainty had the lowest volatility (0.179). The result of the bounds test showed that economic policy uncertainty shares a long-run relationship with agricultural growth. The effect of economic policy uncertainty on agricultural growth in the long run is negative, with the coefficient of MPU, FPU and TPU being -0.004, -0.218 and -0.507 respectively. In the short run, the effects of all the economic policy uncertainty variables on agricultural growth and welfare are negative and significant, both in contemporary (current) and in lags. A stable economic policy",,,https://afjare.org/wp-content/uploads/2023/03/1.-Aye-Kotur.pdf,"June 1, 2022",,,https://afjare.org/effect-of-economic-policy-uncertainty-on-agricultural-growth-in-nigeria/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2022,ISSN 2521-9871;ISSN 1993-3738,Volume 17-3,17-3,Labour-saving technologies mitigate the effect of women’s agriculture time-use constraints on stunting in rural Uganda,,Racheal Namulondo & Bernard Bashaasha,,"Women’s time allocation is a dimension of women’s empowerment in agriculture, and is recognised as a pathway through which agriculture can affect child nutritional status in developing countries. Longer hours of farm work can potentially increase women’s time constraints, reducing the time allocated to child-caring responsibilities and raising the risk of poor child nutritional status. Using a three-wave household panel dataset from the Feed the Future Innovation Lab on Nutrition surveys in the north and southwest of Uganda, we tested the hypothesis that the negative effect of women’s agriculture time-use constraints on child stunting is mitigated for households that use labour or timesaving agricultural technologies (LSATs). The results show a positive and significant association between the number of hours per day that women spend on agricultural work and the risk of stunting in children aged zero to 23 months who live in households that do not use animal traction for ploughing. However, this association is statistically insignificant, and even turns negative for households that adopted the labour-saving technology. Our findings indicate that LSATs have the potential to lessen a household’s agricultural workload, giving mothers more child-caring time, and hence improving child nutritional status. Therefore, agriculture could have better nutritional outcomes if policies and programmes were designed to have interventions that reduce the workload in farming activities and thus reduce pressure on women’s time.",,,https://afjare.org/wp-content/uploads/2023/03/6.-Namulondo-Bashaasha.pdf,"September 1, 2022",,,https://afjare.org/labour-saving-technologies-mitigate-the-effect-of-womens-agriculture-time-use-constraints-on-stunting-in-rural-uganda/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2022,ISSN 2521-9871;ISSN 1993-3738,Volume 17-3,17-3,The influence of women’s empowerment on poverty reduction: A case of smallholder sugarcane farmers in western Kenya,,Kenedy Lumet; Raphael Gitau & George Owuor,,"This study uses primary data from smallholder sugarcane farmers in Kenya to investigate how women’s empowerment affects household poverty. Instrumental-variable tobit (IV tobit) was used to determine the causality between women’s empowerment and household poverty. The results reveal that poverty levels in households with empowered women are low compared to households without such women. Besides, education level, credit access, market access, land size, and crop and income diversification contributed positively to women’s empowerment and to the reduction in household poverty. The domains that contribute significantly to women’s disempowerment in sugarcane farming are income, work balance and leadership. These results suggest that strengthening women’s control over income and their leadership position in society are vital domains that should be targeted by",,,https://afjare.org/wp-content/uploads/2023/03/5.-Lumet-et-al.pdf,"September 1, 2022",,,https://afjare.org/the-influence-of-womens-empowerment-on-poverty-reduction-a-case-of-smallholder-sugarcane-farmers-in-western-kenya/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2022,ISSN 2521-9871;ISSN 1993-3738,Volume 17-3,17-3,Does Rwanda’s flagship microcredit programme boost agriculture and incomes?,,Dominique Habimana & Jonathan Haughton,,"One of the three components of Rwanda’s flagship anti-poverty programme, Vision 2020 Umurenge (VUP), is the provision of credit to relatively poor households, nearly all of them farmers. In this paper we estimate the impact of the programme using high-quality household survey data from 2013/2014 and 2016/2017. Using the panel data, the double-difference model shows that households that borrow increase their stock of livestock. This is confirmed by the cross-section inverse probability-weighted regression adjustment models, which also find that VUP borrowing leads to more purchases of farm inputs, greater consumption (especially of home-produced food), lower poverty, and greater secondary school enrolment, but not to more hours worked. While VUP loans account for only 2% of the value of microcredit in Rwanda, they do help fill a need for production credit at a scale large enough to be able to help households appreciably increase their agricultural and other assets, and ultimately their income.",,,https://afjare.org/wp-content/uploads/2023/03/4.-Habimana-Haughton.pdf,"September 1, 2022",,,https://afjare.org/does-rwandas-flagship-microcredit-programme-boost-agriculture-and-incomes/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2022,ISSN 2521-9871;ISSN 1993-3738,Volume 17-3,17-3,Impact of climate-smart maize varieties on household income among smallholder farmers in Kenya: The case of Embu County,,John K. Wanjira; John I. Mburu; Felister M. Nzuve; Stella Makokha; Rosemary A. Emongor; & Catheline Taracha,,"Variability in climate and debility in soil fertility affect agrarian production, especially in sub-Saharan Africa, and thus threaten food security. This has prompted the seed sector to introduce various varieties of climate-smart maize in Kenya and release them in the market. In contrast, there is little experiential insight into how the adoption of these varieties by small-scale farmers affects their household income. This paper used cross-sectional data to evaluate the implications of climate-smart maize varieties on small-scale farmers’ household income in Embu County in Kenya. The endogenous switching regression model was used to estimate the influence of climate-smart maize adoption on household income. Based on survey data obtained from 550 maize farmers in Embu County, the results show that age, education, land under climate-smart maize varieties, and distance to the market positively influenced the income level of the adopters. The findings further reveal that the decision to adopt the climate-smart maize varieties had a significant positive effect of about 60% on farmers’ household income. It therefore can be concluded from the results that the adopters would gain more from technology adoption. These results recommend policies that stimulate the adoption of current climate-smart varieties, with an emphasis on adoption by youths, to create more jobs and increase household income to reduce poverty among smallholder farmers in Kenya.",,,https://afjare.org/wp-content/uploads/2023/03/3.-Wanjira-et-al.pdf,"September 1, 2022",,,https://afjare.org/impact-of-climate-smart-maize-varieties-on-household-income-among-smallholder-farmers-in-kenya-the-case-of-embu-county/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2022,ISSN 2521-9871;ISSN 1993-3738,Volume 17-3,17-3,Assessing the adoption rates of improved technology in traditional poultry farming: Evidence from rural Togo,,Mawussi Kossivi Soviadan; Zaneta Kubik; Anselm Anibueze Enete; & Chukwuemeka Uzoma Okoye,,"The adoption of improved agricultural technologies is known to significantly improve incomes, create more wealth, alleviate poverty and contribute to rural development in many developing countries. The Government of Togo, through the National Programme for Agricultural Investment and Food Security (PNIASAN) and the Agricultural Sector Support Project (PASA), and with financial support from the World Bank and help from the Food and Agriculture Organization of the United Nations (FAO), provides assistance to smallholder farmers in improved technology adoption in traditional poultry farming (ITTPF) for wealth creation, food security and poverty alleviation. However, for any technology or emerging agricultural practices, awareness and exposure are necessary conditions for their adoption. And because these two factors are not distributed randomly in the population of potential adopters, not taking them into account will lead to estimates of population adoption rates that are not informative of the true demand for the technology, and to inconsistent estimates of the parameters of the adoption model. In this study, we evaluate the adoption rates of ITTPF among farmers in Togo. Data was collected from 400 farmers in 2014, prior to the introduction of ITTPF, and again five years later. This data was then analysed using inverse propensity score weighting and parametric estimation of adoption regression models. The results of the estimates indicate that the average treatment effect (……), which represents the mean potential adoption rate of the population, is 57%, the average treatment effect on the treated (……..), which represents the mean potential adoption rate in the exposed subpopulation, is 60%, the population mean joint exposure and adoption rate (JEA) is 13%, and the population selection bias (PSB) is 3%. The sample adoption rate (JEA)",,,https://afjare.org/wp-content/uploads/2023/03/2.-Soviadan-et-al.pdf,"September 1, 2022",,,https://afjare.org/assessing-the-adoption-rates-of-improved-technology-in-traditional-poultry-farming-evidence-from-rural-togo/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2022,ISSN 2521-9871;ISSN 1993-3738,Volume 17-3,17-3,Effect of targeted fertiliser subsidy on poverty reduction in Togo,,Ismaïla Ganiyou & Koffi Yovo,,"The reintroduction of innovative forms of input subsidies in sub-Saharan Africa (SSA) following the food crisis of 2008 raises concerns about their effectiveness in the fight against poverty. In this context, this paper examines the effect of the targeted fertiliser subsidy implemented in Togo from 2017 to 2019. For this purpose, the propensity score matching and instrumental variables regression approaches were used to control for potential selection and endogeneity bias. Nationwide cross-sectional survey data covering 2 319 smallholder farmers in Togo suggests that participation in the targeted fertiliser subsidy programme significantly improved beneficiaries’ poverty status through increased income, leading to a decline in poverty incidence, gap and severity. However, the magnitude of the effect is very small compared to that in some other West African countries. Therefore, to enhance the effect of targeted subsidy policy on income and poverty status, there is a need to improve the rate and composition of the subsidy.",,,https://afjare.org/wp-content/uploads/2023/03/1.-Ganiyou-Yovo.pdf,"September 1, 2022",,,https://afjare.org/effect-of-targeted-fertiliser-subsidy-on-poverty-reduction-in-togo/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2023,ISSN 2521-9871;ISSN 1993-3738,Volume 17-4,17-4,Determinants of bilateral trade flow between Ethiopia and its major trading partners: A gravity model approach,,,,ISSN 2521-9871 (Online),,,https://afjare.org/wp-content/uploads/2023/04/6.-Tekalign-Mehare.pdf,"April 11, 2023",,,https://afjare.org/determinants-of-bilateral-trade-flow-between-ethiopia-and-its-major-trading-partners-a-gravity-model-approach/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2023,ISSN 2521-9871;ISSN 1993-3738,Volume 17-4,17-4,The generalised translog cost function to estimate tariffs for potable water: The case of Tunisia,,Tawfik Ben Amor,,"The present study aims to estimate the marginal cost of potable water supply and analyse the implications for more efficient, equitable and income-adequate tap water tariffs in Tunisia. Furthermore, this article aims to develop a new pricing model for potable water. Pricing by the Tunisian water utility focuses on setting water prices to cover average costs, often using designs that increase clogging rates. This results in a large volume of potable water being wasted. To facilitate the efficient estimation of pricing models, we attempt to introduce generalised translog (GT) cost specifications for multiple products including Box-Cox transformations. It turns out that the marginal social cost of providing a cubic meter of water must consist of two components: volumetric charges, at €0.048/m3, and connection water charges, of €0.055/km.",,,https://afjare.org/wp-content/uploads/2023/03/5.-Ben-Amor.pdf,"March 27, 2023",,,https://afjare.org/the-generalised-translog-cost-function-to-estimate-tariffs-for-potable-water-the-case-of-tunisia/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2023,ISSN 2521-9871;ISSN 1993-3738,Volume 17-4,17-4,Resilience capacities and implications for food security in Zimbabwe,,Mark Manyanga; Conrad Murendo; Tarisayi Pedzisa; Vine Mutyasira & Richard Ndou,,"There is an emerging body of studies assessing the influence of resilience on household food security in developing countries. Yet no study has systematically analysed this theme in Zimbabwe, an area that we address. Data was collected from 331 randomly selected farm households in four districts of Zimbabwe. Factor analysis was used to compute resilience capacities. Poisson regression was used for model estimations. Assets, market diversity and social capital increased dietary diversity by 7.5%, 3.6% and 2.9% respectively. Interventions that enhance asset accumulation, for example incomegenerating activities, should be promoted. Promoting farmer groups and collective actions are important to strengthen social capital. Adaptive and absorptive capacity increases dietary diversity by 5.9% and 5.4% respectively. Household resilience is positively associated with dietary diversity. The public and private sectors and civil society need to promote interventions that build adaptive, absorptive, and overall resilience capacity of farming households to enhance food security.",,,https://afjare.org/wp-content/uploads/2023/03/2.-Manyanga-et-al.pdf,"February 1, 2023",,,https://afjare.org/resilience-capacities-and-implications-for-food-security-in-zimbabwe/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2023,ISSN 2521-9871;ISSN 1993-3738,Volume 17-4,17-4,Analyse de l’efficacité allocative des ressources utilisées dans les petites exploitations de riz de bas-fond au centre-ouest de la Côte d’Ivoire,,Innocent Daniel Gniza,,"Cette étude analyse l’efficacité des producteurs de riz dans l’allocation des ressources dont ils disposent pour la production en recueillant des données transversales auprès de 255 producteurs dans le Centre-Ouest de la Côte d’Ivoire. Une fonction de type Cobb-Douglass est utilisée pour examiner les déterminants de la production et les élasticités issues des résultats de l’estimation par les moindres carrées ordinaires (MCO) sont ensuite utilisées dans l’approche de la valeur marginale du produit et du coût marginal du facteur pour déterminer si les agriculteurs répartissent efficacement leurs ressources ou non. Les résultats indiquent que la semence a un effet positif sur la production mais est sous-utilisée tandis que la main d’oeuvre a un effet positif sur la production mais est surutilisée par les producteurs. Le matériel agricole quant à lui, a un effet négatif non significatif sur la production et est surutilisé par les producteurs. L’étude recommande un programme de formation au niveau des producteurs en vue d’améliorer leur capacité de gestion des ressources de production et la mise en place de programme de production de semence de qualité afin d’accroitre les rendements.",,,https://afjare.org/wp-content/uploads/2023/03/1.-Gniza.pdf,"February 1, 2023",,,https://afjare.org/analyse-de-lefficacite-allocative-des-ressources-utilisees-dans-les-petites-exploitations-de-riz-de-bas-fond-au-centre-ouest-de-la-cote-divoire/,,,,,,,,,,,,,,,,,,,,,,,
