journalname,journalabbreviation,journalurl,year,issn,volume,issue,articletitle,doiurl,author,author_affiliation,abstractbody,keywords,fulltext,fulltexturl,publisheddate,conflictofinterests,otherurl,articleurl,pubmedid,pmcid,sponsors,manualid,country,chemicalcode,meshdescriptioncode,meshqualifiercode,medlinepgn,language,nlmuniqueid,datecompleted,daterevised,medlinedate,studytype,isboolean,nativetitle,nativeabstract,citations,reference,disclosure,acknowledgements,supplement_url
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,Anthopogenic nesting sites allow urban breeding in burrowing parrots Cyanoliseus patagonus,http://dx.doi.org/10.13157/arla.61.2.2014.311,José L. TELLA; Antonela CANALE; Martina CARRETE; Pablo PETRACCI; Sergio M. ZALBA,,"How birds adapt to urban life is a key question in evolutionary and conservation biology since urbanisation is one of the major causes of habitat loss worldwide. Some species are able to deal with these anthropogenic changes but a shortage of nesting sites may preclude them from breeding in cities. We conducted a baseline survey of the cliff-nesting burrowing parrot Cyanoliseus patagonus around Bahía Blanca (Argentina), estimating a minimum total of 1,361 pairs breeding at 24 sites (colonies) in 2013. The species showed facultative colonial behaviour, colony size varying between 1 and 300 pairs. Most colonies (68%) and pairs (74%) occupied human-made substrates, mostly quarries but also water wells. Colony size was strongly correlated to the extent of both natural and anthropogenic nesting substrates, suggesting an ideal free distribution of pairs according to the availability of nesting resources. Anthropogenic substrates have certainly allowed population expansion in what is a rather flat landscape with a shortage of cliffs and ravines, as well as urban breeding by a large part (61%) of the surveyed population. This is currently one of the largest populations of burrowing parrots, a previously abundant species that is progressively threatened by persecution and nest poaching for the international pet trade.",coloniality; nest-site innovations; nest-site shortage; Psittacidae; quarries; urbanisation,,,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/311-321/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,Do great tits Parus major nesting at high altitudes build better insulated nest?,http://dx.doi.org/10.13157/arla.61.2.2014.323,Eva Maria SCHÖLL; Sabine Marlene HILLE,,"We investigated nest building behaviour of great tits Parus majorin relation to altitudinal temperature gradients in Lower Austria. We hypothesised that colder environments at higher altitudes would select for a nest construction that increases thermal nest insulation. We collected data on nest architecture from 11 nests and on nest components from 33 nests along an altitudinal range (390 m) in 2010 to 2012, and experimentally measured specific insulation quality in 11 highly variable nests. Highly insulated nests included significantly more feathers than less well-insulated nests. Despite significantly lower temperatures at high altitude than at low altitude sites before clutch initiation, nest insulation quality did not increase with altitude. Moreover, we found that the date of clutch initiation was positively correlated with altitude. Birds may adjust to lower spring temperatures at high altitude by delaying clutch initiation, thus avoiding the need to invest in gathering highly insulating material.",cooling coefficient; great tit; reproduction; temperature; thermoregulation; timing,,,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/323-333/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,Winter distribution of passerine richeness in the Magheb (North Africa): a conservation assessment,http://dx.doi.org/10.13157/arla.61.2.2014.335,José Luis TELLERÍA; Guillermo FANDOS; Javier FERNÁNDEZ-LÓPEZ; Alejandro ONRUBIA; Pablo REFOYO,,"This paper studies the factors affecting passerine (Order Passeriformes) species richness in the Western Maghreb, a region at the southwestern border of the Palearctic reputed as a primary wintering ground for many common European birds. The effect of productivity, temperature, landscape structure and geographical location on bird richness was explored at 220 localities across Morocco. The models resulting from multivariate analyses supported the effects of productivity, temperature and landscape cover on bird richness, with higher numbers of species occurring in warm farmlands of the northwest. The most suitable areas for birds avoided the cold and arid expanses of the Atlas Mountains and the Sahara and overlapped with the most human-impacted sectors. Within these areas, we detected an interspersed distribution of sectors of high bird richness and low human incidence. These sectors can be used as priority targets for conservation programmes of common birds during the winter.",conservation planning; human footprint; species distribution; passerines (Order Passeriformes),,,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/335-350/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,Habitat use and selection of the marsh harrier Circus aeruginosus in an agricultural-wetland mosaic,http://dx.doi.org/10.13157/arla.61.2.2014.351,Michelle ALVES; Joaquim Pedro FERREIRA; Inês TORRES; Carlos FONSECA; Milena MATOS,,"Studying various aspects of the biology of a species of conservation concern allows us to improve our understanding of, for example, how the particularities of the landscape matrix influence its occurrence. The Lower Vouga Lagoon in central-western Portugal offers an unusual diversity of natural and humanised biotopes in an agricultural-wetland complex mosaic. This study aimed to identify the factors that may influence the occurrence and abundance of a diurnal raptor, the marsh harrier Circus aeruginosus, in this kind of landscape. The marsh harrier is a top predator that is considered as an umbrella species, i. e. one whose conservation may also help preserve and promote biodiversity in general in its community. This study provides potentially valuable information on management and conservation strategies in both natural and agricultural areas. We found that natural habitats, such as reedbeds, are a key habitat for this predator, providing shelter, food and suitable nesting sites. Despite the general negative effect of human pressure on the occurrence of marsh harriers, the species seems to tolerate and even benefit from humanised environments, such as rice fields, which constituted the preferred foraging habitat during the non-breeding period. Nevertheless, the degree of disturbance should be carefully considered, since road density and agricultural machinery negatively influenced the presence of the species in the landscape, particularly during the breeding period. The preservation of the distinctive features of the studied mosaic is very important. It is also necessary to establish a conservation programme involving the local human community.",conservation; humanised landscape; Lower Vouga Lagoon; reed beds; spatial heterogeneity,,,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/351-366/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,A comparison of direct and distance sampling methods to estimate abundance of nesting gulls,http://dx.doi.org/10.13157/arla.61.2.2014.367,Christophe BARBRAUD; Matthieu FORTIN; Yohan CHARBONNIER; Karine DELORD; Hélène GADENNE; Jean-Baptiste THIEBOT; Guillaume GÉLINAUD,,"We compared the performances of the strip transect count method and the distance sampling method during colony surveys of large gulls to estimate the total number of nests. Ten colonies were surveyed by both methods. Nest detection probabilities varied from 0.519 ± 0.064 to 0.706 ± 0.049 and the average nest detection probability was 0.614 ± 0.015. Nest densities were highly variable, ranging from 77 nests/ha to 717 nests/ha. Estimates of the number of nests obtained by the strip transect count method averaged 9.3% lower than those obtained by distance sampling but by as much as 31% in some colonies. Underestimation by the strip transect counts increased at high nest densities (Kendall t = -0.556, P = 0.032). The strip transect method needed on average 6.5 observers per colony surveyed, whereas the distance sampling method required 1.4 observers per colony. In addition, the mean time spent per colony was 3 hours vs 1.7 hours for the strip transect and distance sampling methods respectively. Combining both these measures of effort, distance sampling required on average 87% less effort in the field than the strip transect method. We strongly advocate the use of distance sampling for surveys of large gull colonies.",,,,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/367-377/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,Home ranges and movements of non-breeding beared vultures tracked by satellite telemetry in the Pyrenees,http://dx.doi.org/10.13157/arla.61.2.2014.379,"Juan Antonio GIL; Gerardo BÁGUENA; Emma SÁNCHEZ-CASTILLA; Ramón J. ANTOR; , Manuel ALCÁNTARA; Pascual LÓPEZ-LÓPEZ",,"We present data on home range sizes and spatial parameters of six non-breeding bearded vultures Gypaetus barbatus(one adult, four subadults and one juvenile) using Argos satellite telemetry in the Pyrenees (Spain-France) between 1999 and 2006. None of the birds left the Pyrenees during the tracking period and all individuals included supplementary feeding stations (SFS) in their home ranges. Home range areas reported here were smaller than those previously reported in South Africa and slightly larger than those reported in the Pyrenees and the Alps. Overlap between home ranges and SFS shows the importance of predictable sources of food, especially for inexperienced juvenile birds. Satellite telemetry facilitates improved insight into the bearded vulture’s spatial ecology and behaviour, which is key for the conservation of this threatened species.",,,,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/379-387/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,Has the number of European robins Erithacus rubecula wintering in Spain decreased?,http://dx.doi.org/10.13157/arla.61.2.2014.389,José Luis TELLERÍA,,"This paper explores the numerical trends of winter ring recoveries of the European robin Erithacus rubeculain Spain to determine whether the number of extra-Iberian individuals has decreased in recent decades. Results show that despite the increasing numbers of ringed and controlled robins, the number of recoveries of individuals of northern origin has decreased since the 1970s. This pattern is congruent with the northwards retreat of the wintering grounds of some partially migratory bird species that may be due to global warming.",,,,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/389-391/,,,,,,,,,, Spanish,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,Habitat use and diet of the Eurasian scops owl Otus scops in the beeding and wintering periods in Central Italy,http://dx.doi.org/10.13157/arla.61.2.2014.393,Mattia PANZERI; Mattia MENCHETTI; Emiliano MORI,,"The Eurasian scops owl is one of the least known European nocturnal raptors. The species is declining throughout its distributional range, thus giving concern for its conservation status. We investigated seasonal shifts in its habitat use and diet in central Italy, where scops owl is a resident species in Central Tuscany. The owls used grasslands and human settlements during the breeding period, while woodlands were mainly used during the winter. The main prey species in the diet during the warm period were grasshoppers (Orthoptera, Tettigoniidae), whereas shrews (Soricomorpha) constituted the main prey during the winter. Thus, protecting extensive grassland would not suffice to conserve resident populations of Eurasian scops owls and preservation of mature deciduous woodlands with trunk cavities is also recommended.",,,,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/393-399/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,PhD-Dissertation Reviews in Ornithology (2013-2014 academic year),http://dx.doi.org/10.13157/arla.61.2.2014.401,Francisco Valera,,"This section includes the abstracts of some of the PhD-Dissertations submitted in Spain duringthe 2013-2014 academic year as well as some others not published in earlier volumes of Ardeola. They are in alphabetical order by University where they were presented and, then, by year andalphabetical order of the author’s surname.* This issue includes exceptionally two theses of the year 2014-2015. We believe it is importantto provide this information in this volume instead of postponing its publication to 2015.",,,https://www.ardeola.org/uploads/articles/docs/1628.pdf,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/401-424/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,Book Reviews,http://dx.doi.org/10.13157/arla.61.2.2014.425,José Luis Copete,,"The Books Reviews section of Ardeola publishes reviews of the publications received and depositedin the library of SEO/BirdLife. Most reviews are solicited by editors to individual contributors, butadditional reviews are always most welcome. Reviews express the opinions of the individual reviewer. As such, they are subjetive assessments anddo not necessarily reflect the opinions of the editors or any official policy of SEO/BirdLife.",,,https://www.ardeola.org/uploads/articles/docs/1629.pdf,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/425-433/,,,,,,,,,, Spanish,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,Ornithological News,http://dx.doi.org/10.13157/arla.61.2.2014.435,Blas Molina; Javier Prieta; Juan Antonio Lorenzo (Canarias); Carlos López Jurado (Baleares),,"Este informe agrupa información de 190 especies, siguiendo la secuencia taxonómica y los nombresde la última edición de la Lista de las Aves de España (Gutiérrez et al., 2012). Entre otras citas de interés: continúa la reproducción de buitre leonado Gyps fulvus en Mallorca y se registra un récord de críade milano real Milvus milvus en Baleares, nuevas localidades de cría del ganso de Egipto Alopochenaegyptiacus, citas de carricerín cejudo Acrocephalus paludicola en Madrid, concentraciones posnupcialesde cernícalo primilla Falco naumanni, así como cifras máximas de algunas especies invernantesen el delta del Ebro. El conjunto de citas recopiladas se reparten por toda la geografía nacional por loque se recomienda el envío de las observaciones de interés a la dirección noticiario@seo. org.",,,https://www.ardeola.org/uploads/articles/docs/1630.pdf,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/435-468/,,,,,,,,,, Spanish,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,Rare Bird News informative note,http://dx.doi.org/arla.61.2.2014.469,Comité de Rarezas,,"Como algunos lectores sabrán, la composición del Comité de Rarezas (CR) ha cambiado en 2014. Durante este año, el CR ha estado inoperativo hasta el mes de agosto, por el cese conjunto de la mayoría de sus miembros a principios de año. Desde ese mes el comité ha renovado la composición de sus miembros, que han estado evaluando las citas de 2012 con urgencia. Sin embargo, a pesar del trabajo ya hecho a contrarreloj, no ha sido posible finalizar un informe a tiempo para su publicación en el segundo número de Ardeola, como era habitual desde hace años. El comité presentará un informe actualizado de los datos de 2012, 2013 y 2014 en el volumen 62 de Ardeola, que será publicado el próximo año 2015. El actual comité desea pedir disculpas a los lectores de Ardeola por este retraso, emplazando a los lectores al volumen donde saldrán publicados, por fin, en un año natural los datos del año previo, más en este caso los acumulados de años anteriores. De esta manera se prevé publicar regularmente cada año los datos obtenidos en el año previo. Para cualquier duda sobre el proceso de homologación de esos datos, o cualquier otro tipo de consulta que deseen hacer los lectores, pueden escribir a la dirección rarezas@seo. org. Estaremos encantados de responder y atender todos los mensajes que lleguen, como hemos ido haciendo desde el mes de agosto.",,,https://www.ardeola.org/uploads/articles/docs/1631.pdf,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/469-469/,,,,,,,,,, Spanish,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,2,Acknowledgements,http://dx.doi.org/10.13157/arla.61.2.2014.471,Comité Editorial de Ardeola,,,,,https://www.ardeola.org/uploads/articles/docs/1632.pdf,December 2014,,,https://www.ardeola.org/en/volumes/612/articles/471-471/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,1,"Demografic and breeding performance of a new kelp gull Larus dominicanus colony in Patagonia, Argentina",http://dx.doi.org/10.13157/arla.61.1.2014.3,Nora LISNIZER; Pablo GARCÍA-BORBOROGLU; Pablo YORIO,,"Understanding the processes involved in the establishment and persistence of new seabird colonies is important for improving conservation and management strategies. Over the past few decades, kelp gull Larus dominicanusnumbers have increased in Patagonia, Argentina, and new colonies have been reported. We studied a recently established colony to analyse aspects of its population dynamics and breeding biology. The number of breeding pairs at Punta Loma increased from 13 to 233 in the seven years after the colony was established (2004-2011) and the number of chicks fledged per nest was low (",Patagonia; population growth; productivity; recruitment; seabirds,,,June 2014,,,https://www.ardeola.org/en/volumes/611/articles/3-14/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,1,Age and sex differences in fuel load and biometrics of aquatic warblers Acrocephalus paludicola at an autumn stopover site intre Loire estuary (NW Frace),http://dx.doi.org/10.13157/arla.61.1.2014.15,Dariusz JAKUBAS; Katarzyna WOJCZULANIS-JAKUBAS; Julien FOUCHER; Joanna DZIARSKA-PALAC; Hubert DUGUÉ,,"The aquatic warbler Acrocephalus paludicolais the only globally threatened passerine breeding in Europe. We studied morphometric traits of 176 individuals captured at one of the key European autumn stopover sites, the Loire estuary on the Atlantic coast of France, in relation to age (first-year and older) and sex (based on molecular determination). We found significant sex differences in wing length, third primary feather length and body mass, with males being longer-winged and heavier than females; adult females also had deeper bills. However, high overlap in all measurements between the sexes meant the best discriminant functions based on wing length (all ages) and bill depth (adults) correctly classified only 87% and 75% of individuals, respectively. The mean potential non-stop flight range of autumn staging birds at the Loire estuary with high fuel load was estimated at 1,178 km for adults and 926 km for immatures. We conclude that in autumn migrant aquatic warblers probably do not fly directly to wintering grounds in west Africa. Instead they gain significant body mass for onward migration at a few key stopover sites in western Europe and the southern Mediterranean region. Conservation of a series of important refuelling stopover sites, especially wet grassland habitats, along the migration route is therefore essential for effective protection of the aquatic warbler.",biometry; discriminant function; flight range; migration strategy; sex identification,,,June 2014,,,https://www.ardeola.org/en/volumes/611/articles/15-30/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,1,Habitat-related effects on temporal variations in red-legged patridge Alectoris rufa abundance estimations in olive groves,http://dx.doi.org/10.13157/arla.61.1.2014.31,Jesús DUARTE; Miguel Ángel FARFÁN; John E. FA; Juan Mario VARGAS,,"Surveys are very important tools for population monitoring, conservation and species management. Censuses aid in the sustainable harvesting of game species. Our aim in this study was to test whether some factors related to habitat and agricultural practices of olive cultivation may influence red-legged partridge abundance estimates. We investigated the effects of time of day and season of the year in which censuses are conducted, as well as of the reduction of herbaceous cover and the installation of irrigation systems, on red-legged partridge abundance estimates. In surveys conducted in winter, no differences were found in the estimates of abundance and density between partridge censuses at dawn and dusk. In surveys conducted in summer, the estimates made at dusk were significantly higher than those at dawn. The coefficients of variation of the estimates were lower at dusk in the two seasons. In winter, partridge abundance was not related to any of the factors studied. However, in summer partridge observations were related to the distances to the border of the olive grove, where herbaceous vegetation persists, and to water sources. There was an interaction between the time of the census and the habitat preferences of partridges. During the morning, partridges were more active and moved towards the borders of the grove. At dusk partridges were less active and returned to the olive grove. The results suggest that habitat use by red-legged partridges undergoes spatial and temporal adjustments in olive groves that seem to be related to some habitat features of the groves associated with agricultural practices. The temporal and spatial behaviour of the birds in the groves can influence the accuracy of surveys. Differences in the results of censuses carried out at dawn and dusk indicate that the two may not be comparable and suggest the need to take time of day into account when designing a survey.",bird census; farmland; habitat selection; Spain; survey design,,,June 2014,,,https://www.ardeola.org/en/volumes/611/articles/31-43/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,1,Spatial patterns of genetic diversity in Mediterranean eagle owl Bubo bubo population,http://dx.doi.org/10.13157/arla.61.1.2014.45,"Mario LEÓN-ORTEGA; , Mercedes GONZÁLEZ-WANGÜEMERT; José E. MARTÍNEZ; José F. CALVO",,"Little information is available on the patterns of genetic connectivity in owls. We studied the genetic structure of the eagle owl Bubo bubo (Linnaeus, 1758) in southeastern Spain at two different spatial scales. Seven microsatellites previously described for this species were used, although only six loci amplified correctly. The observed low genetic variation could be explained by the short dispersal distance, high mortality rate and high degree of monogamy shown by this large nocturnal predator. As expected, the highest genetic isolation was detected in the geographically most isolated population. Significant genetic differentiation was found among study units separated by less than 50 km. The territorial analysis showed interesting connectivity patterns related with the gene flow and turnover rate of the breeding individuals. The lowest genetic diversity was found in the region with the largest population, which could imply incipient inbreeding.",connectivity pattern; genetic diversity; Iberian Peninsula; inbreeding; microsatellites,,,June 2014,,,https://www.ardeola.org/en/volumes/611/articles/45-62/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,1,Reverse movements of red knots Calidris canutus during northward migration in Argentina,http://dx.doi.org/10.13157/arla.61.1.2014.63,Verónica L. D’AMICO; Patricia M. GONZÁLEZ; R. I. Guy MORRISON; Allan J. BAKER,,"Migratory birds are sometimes known to make reverse movements to seek better fuelling sites before undertaking long-distance migratory flights across ecological barriers. Red knots Calidris canutus rufaregularly make prodigious migratory flights of ~ 8,000 km from southern South America to North America; these flights depend critically on the birds being able to store adequate fuel at southern staging sites. Knots staging at San Antonio Oeste (SAO) in northern Patagonia in Argentina could potentially backtrack ~200 km southwards to complete refuelling at Península Valdés (PV). We therefore analysed resightings of birds individually marked in SAO or the flyway at these two staging sites in 2006, 2007, 2009 and 2010 to investigate whether reverse movements occurred between them. In the four-year period, 63 detected individuals backtracked south from SAO to PV in one or more years. These movements occurred in all years of the study thus demonstrating the annual occurrence of flights of ~200 km in the opposite direction to the normal northward migration. There was no significant difference in body condition (mass), sex or day of first sighting in SAO between birds that made or did not make reverse movements to PV. However, individuals (N = 11) that backtracked to PV from SAO had significantly lower hematocrit levels at the time of capture than SAO resident birds (N = 205). Because migrating shorebirds have been shown to restore low hematocrit levels before undertaking rapid fuel storage to power long flights, we hypothesise that red knots backtracking to PV were probably behind schedule on migration, and thus may have traded-off the small cost of a ~200 km flight for the increased foraging time and high quality soft-shell prey available late in the season at PV. This hypothesis helps to explain the later staging phenology of red knots using PV, and its role as an alternative staging area in the northward migration.",Patagonia; Península Valdés; reverse movements; San Antonio Oeste; shorebirds,,,June 2014,,,https://www.ardeola.org/en/volumes/611/articles/63-76/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,1,Inferring the migratory status of woodland birds usisng ringing data: the case of a constant-effort site located in the Iberian highlands,http://dx.doi.org/10.13157/arla.61.1.2014.77,Iván DE LA HERA; Jordi GÓMEZ; Teresa ANDRÉS; Pablo GONZÁLEZ-OCIO; Pablo SALMÓN; Mikel SALVADOR; Azaitz UNANUE; Francisco ZUFIAUR; Alejandro ONRUBIA,,"Understanding the spatiotemporal distribution of birds is crucial for effective management and conservation of their populations. However, we still have only limited knowledge not only of the wintering destinations of many Iberian breeding migrants but also of aspects as general as the migratory behaviour of the populations of many common avian species that breed in the Iberian highlands. We used bird-ringing data to shed light on the migratory status (migratory, partially-migratory or sedentary) of the breeding populations of 13 common species occurring year-round in a woodland located on an Iberian plateau (Garaio, Araba, Spain; 574 m. a. s. l.), where ringing activities have been carried out over the last 20 years. To assess the extent to which birds breeding on this site remain in the area during winter and/or are replaced by conspecifics coming from other areas, we analysed: (1) changes in relative abundance of birds between summer and winter, (2) the frequency of sedentary individuals (birds captured both in summer and winter period in the study area) in relation to the number of individuals captured only in summer (summer visitors) or in winter (wintering birds), and (3) variation in wing length among summer, wintering and sedentary birds. Our results revealed great variation among species in the intensity of migratory behaviour, and a general arrival of foreign conspecifics during the winter for most of the species studied. Likewise, our study represents an illustrative example of how long-term ringing can be used to shed light on the migratory status of bird populations.",altitudinal migration; avian conservation; forest birds; Mediterranean peninsulas; Palearctic Region,,,June 2014,,,https://www.ardeola.org/en/volumes/611/articles/77-95/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,1,Habitat preferences for territory selection by the endangered eastern iberian reed bunting Emberiza schoeniclus witherbyi,http://dx.doi.org/10.13157/arla.61.1.2014.97,Pablo VERA; Eduardo J. BELDA; Laura KVIST; S. Ignacio ENCABO; Marcial MARÍN; Juan S. MONRÓS,,"Given the 80% decline of the eastern Iberian reed bunting Emberiza schoeniclus witherbyi breeding population in recent decades, our aim was to identify the habitat componentsselected during territory establishment and to characterise the vegetation features that are positively or negatively selected at the territory scale. GLmm were used to explain the occurrence of territories in 11 wetlands. Fourteen variables with four vegetation dominance categories were analysed with respect to habitat composition, while occupancy of seven vegetation classes and 12 reed structural parameters were analysed with respect to habitat structure. The proportion of reed-cattails (Typha) measured by the habitat approach was the variable with the greatest likelihood of being the model that best fitted our data, but showed poor discriminative ability. The proportion of reed with tussocks was higher in occupied territories than in non-occupied territories. The main results are consistent with a previous study of habitat preference at a wetland scale and seem to be associated both with reduced predation risk and provision of nesting and feeding opportunities. management guidelines to enhance the presence of the vegetation classes preferred by the species are discussed.",habitat selection; predation risk; reed structure; wetland management,,,June 2014,,,https://www.ardeola.org/en/volumes/611/articles/97-110/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,1,The use of a low cost high speed camera to monitor wingbeat frequency in hummingbirds (Trochilidae),http://dx.doi.org/10.13157/arla.61.1.2014.111,Ronny STEEN,,"Wingbeat frequency is an important parameter when studying flight performance in hummingbirds and could be put into an ecological and evolutionary context to investigate the decisions that a hummingbird takes regarding foraging efficiency. Previous studies of wingbeat frequencies in hummingbirds have been undertaken with captive birds, most probably due to limitations of experimental design and/or less mobile equipment. In the present paper I describe how I used a budget camera, which captured 220 frames per sec (fps), to film hummingbirds in order to quantify wingbeat frequency under natural conditions in Costa Rica. With this equipment I was able to obtain detailed information about stationary hovering flight in three different species; the charming hummingbird Amazilia decora, purple-throated mountain-gem Lampornis calolaema and violet sabrewing Campylopterus hemileucurus. Wingbeat frequency was higher for the purple-throated mountain-gem and the charming hummingbird compared to the larger violet sabrewing. It did not differ between the purple-throated mountain-gem and the charming hummingbird, which are more similar in size. In the purple-throated mountain-gem I found a higher wingbeat frequency and increased body inclination while hover-feeding compared to hovering in front of the feeder; hence it may be more costly to hover while feeding. It is hoped that the video techniques used here will encourage researchers to record wingbeat frequencies across a range of animal taxa. Supplementary material: Video: Examples of wingbeat frequencies in three hummingbird species.",,,,June 2014,,,https://www.ardeola.org/en/volumes/611/articles/111-120/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,1,Promiscuous brown booby Sula leucogaster females perform reverse mounting,http://dx.doi.org/10.13157/arla.61.1.2014.121,Natalia GAÑÁN; Víctor ARGÁEZ; Nadia NERI; Natalia LIFSHITZ; Roxana TORRES,,"Reverse mounting (RM), i. e. where the female mounts the male, has been recorded in some bird species, yet the potential function of this behaviour is not clear. Here, we describe the frequency of RM in the brown booby Sula leucogasterand the behavioural context in which it occurs. We found that 12% (4 out of 33) of focal pairs performed RM. Time spent at the territory and intra-pair courtship and copulations did not differ between RM and non-RM pairs. Females that performed RM were more prone to engage in extra-pair courtship than females that did not perform RM, and male partners of females that performed RM were more likely to engage in extra-pair copulations; however, the probability of laying a clutch did not differ between RM and non-RM pairs. Hence, in the brown booby our data suggest that it is unlikely that RM plays a role during courtship by strengthening pair formation or pair bonds. The potential functional role and the mechanisms modulating RM in promiscuous females need to be further investigated.",,,,June 2014,,,https://www.ardeola.org/en/volumes/611/articles/121-125/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,1,Characteristics of sand martin Riparia riparia colonies in artificial river walls,http://dx.doi.org/10.13157/arla.61.1.2014.127,Jon ETXEZARRETA; Juan ARIZAGA,,"Artificial structures play a significant role as optional breeding places for the sand martin. However, it is virtually unknown which factors determine habitat selection in these artificial sites and to what extent the species selects the same key features that it would in its natural habitat. We compared 16 variables from artificial walls with pipes in channelled rivers between walls holding (N = 56) or not holding (N = 50) a sand martin breeding colony. The presence of colonies was negatively associated with the distance of the breeding wall from the water and positively associated with flooding risk. Bibliographic data were used as a reference for the characteristics of natural breeding habitat. The sand martin selected similar key factors in artificial habitats as when breeding in a natural setting. These factors could probably be linked to limiting predator access to the colony and the occurrence of periodical rinsing episodes that may minimise parasite loads in nesting cavities.",,,,June 2014,,,https://www.ardeola.org/en/volumes/611/articles/127-134/,,,,,,,,,, English,,,,,,,,,,,,,
Ardeola,,https://www.ardeola.org/en/volumes/,2014,,Volume 61,1,Hemosporidians in Iberian bluethroatas Luscinia svecica,http://dx.doi.org/10.13157/arla.61.1.2014.135,M. Ángeles ROJO; Francisco CAMPOS; Tomás SANTAMARÍA; M. Ángeles HERNÁNDEZ,,"Haemosporidian infection (Plasmodium spp., Haemoproteus spp. and Leucocytozoon spp.) was analysed in 101 bluethroats Luscinia svecica captured in the Iberian Central Range during the 2007 and 2008 breeding seasons. Of them, 58.4% were infected with single infections of haemosporidians distributed between Plasmodium. spp.(42.9%), Haemoproteus spp.(30.3%) and Leucocytozoon spp. (14.3%). A smaller percentage harboured double infections (12.5%): in these double infections, three birds were found to be infected with Haemoproteus spp.-Haemoproteus spp., two with Haemoproteus spp.-Plasmodium spp. and two with Leucocytozoon spp.-Plasmodium spp. Twentyseven different mitochondrial DNA haplotypes of malaria parasites were found: a) eight belonging to Plasmodiumspp., two of which (P-SGS1 and P-WW3) have previously been recorded in bluethroats in Sweden, and one which has been identified in this study for the first time (P-LSV10); b) thirteen belonging to Haemoproteus spp., four of which (WW2, EMSPO03, RW1, and ARW1) have previously been recorded in birds with migratory habits and nine which are described for the first time in this study (H-LSV01 – H-LSV09); and c) six haplotypes of Leucocytozoon spp., of which one (LeucocytozoonlBT2) has previously been recorded in bluethroats in Sweden and another is described for the first time in this study (L-LSV11). Our results show that body condition did not differ between infected and uninfected birds.",,,,June 2014,,,https://www.ardeola.org/en/volumes/611/articles/135-143/,,,,,,,,,, English,,,,,,,,,,,,,
